user_id,platform_name,device,interaction_type,interaction_datetime_date,interaction_datetime_time
dc1abb79-57ef-4db5-a5ad-6108e4a67ed4,Instagram,Tablet,click,18/11/2024,08:48:35
2e5b375a-b243-4fb2-8062-d2060c58759d,Twitter,Tablet,comment,06/04/2025,21:50:08
84df6315-b217-48cd-9281-f45d2b88b987,Facebook,Mobile,comment,13/04/2025,10:36:26
763487a5-2910-4e57-b660-3254d4797438,LinkedIn,Mobile,like,18/02/2025,15:05:54
07aa498f-af83-4b51-9e3b-ce3eff59fb72,Twitter,Tablet,share,10/12/2024,21:32:13
6e69fb30-b877-4c17-8857-cf67b99b5b4a,Facebook,Desktop,comment,16/04/2025,05:23:34
1d95dd5d-80cc-4a91-ac60-f97e7a73d7cf,LinkedIn,Desktop,like,30/12/2024,06:50:15
7254963f-430c-4a53-83d6-afc6283adedc,Twitter,Desktop,share,05/01/2025,18:27:58
596562e0-3b97-48c0-bd8a-8b34cd7cb291,Twitter,Mobile,like,25/11/2024,18:28:02
637ee678-523f-45f0-8135-1c2359aa2c93,LinkedIn,Mobile,share,06/03/2025,01:52:29
dddb9301-91ac-4d95-bec4-00614ce78836,Twitter,Tablet,comment,17/04/2025,20:18:41
22b552c0-4252-4d08-8408-9af94def9329,Facebook,Desktop,click,27/02/2025,06:00:03
1f0bef5e-6053-43e4-8472-d5f5c007dd69,Twitter,Mobile,share,24/12/2024,16:17:38
0a5ec249-a5d0-454a-8a7b-34700a96ba27,Facebook,Desktop,comment,23/03/2025,09:53:43
a5bbfcdd-20aa-44fd-b656-4d844e77a188,Instagram,Mobile,click,06/04/2025,13:22:53
ec09f994-d2b6-47aa-b133-77576a170fb8,LinkedIn,Desktop,like,10/04/2025,21:13:37
3d50a19e-084f-4803-84de-8b2d3078c698,LinkedIn,Tablet,comment,23/12/2024,17:18:02
c43540ce-13f5-491b-9e3d-354f7704e6fc,Instagram,Mobile,share,17/01/2025,06:47:34
6bd13acd-e970-4608-a6f1-99a1e6ef70ae,Twitter,Desktop,click,24/01/2025,19:04:19
675679da-cd8d-4bc0-9abc-ffe8f0abec89,LinkedIn,Desktop,click,27/10/2024,03:25:44
f27da2fe-10e9-4333-a134-18e9b5bc89b3,Instagram,Desktop,like,03/11/2024,04:53:08
c9437d46-74d9-4362-8c06-b1daa17b88e4,Facebook,Tablet,click,21/01/2025,18:17:56
cc1e72a8-a6a1-4bc3-a8a3-a32576d0291a,Facebook,Mobile,share,12/11/2024,14:13:39
8495d114-8423-448d-9dc7-ad2dea645c8d,Facebook,Tablet,comment,28/12/2024,17:51:20
34f50b95-c4c8-42de-ba9c-9e179f977cb5,Instagram,Mobile,share,22/01/2025,22:21:40
424267aa-aa5c-470e-8f67-4670b37398ce,Twitter,Mobile,like,18/01/2025,09:48:45
b9133895-86e3-4c02-8c2a-be7f7276c16d,Instagram,Tablet,click,03/04/2025,15:17:15
e229c4e4-0822-4897-9e22-a7ef8fc104ea,LinkedIn,Desktop,share,23/11/2024,22:20:21
1588a47c-8994-4690-aee8-6346eade34b6,Instagram,Desktop,share,15/12/2024,07:29:38
3b260b3c-3c71-437c-bbb9-8f5995b98d10,Instagram,Mobile,click,19/03/2025,11:01:58
dcffd063-cd23-4c46-a579-78bff10c60a9,Instagram,Mobile,click,28/12/2024,23:08:41
9bd1f09f-fe6a-49f7-9e08-93bfda32098c,Instagram,Desktop,share,15/02/2025,01:38:30
d9fcc77c-5637-4791-8c1a-38743d86a870,Instagram,Mobile,share,09/02/2025,01:57:00
cc1e72a8-a6a1-4bc3-a8a3-a32576d0291a,Twitter,Mobile,like,15/11/2024,22:11:26
6d93fb8e-6c4a-4936-ac74-3ee8e8ca3546,Facebook,Desktop,click,27/01/2025,18:57:44
e1fa782d-8576-4c3a-a2e4-729cc23283a3,Facebook,Desktop,share,10/11/2024,23:31:48
f54477c1-9c68-4c76-814d-56f4e5190e29,Twitter,Mobile,like,08/01/2025,13:34:05
25fc9245-63f4-420c-acdd-579e966aea10,Twitter,Mobile,share,29/03/2025,21:41:04
1fbf66ae-8883-4dd7-9c05-ed301075ff59,Instagram,Desktop,comment,09/03/2025,18:01:57
16cd3588-618e-4232-8754-94cc53dfb66f,Instagram,Desktop,like,25/03/2025,22:28:43
5b4c8911-d302-4520-b0ac-366463d37a5e,Twitter,Mobile,comment,11/11/2024,04:22:52
0b4f4610-bf44-4b55-9393-992f71bb9fe1,Instagram,Desktop,click,23/12/2024,13:52:38
79043cf2-28f3-434d-834b-13535e3e273f,LinkedIn,Mobile,click,06/02/2025,12:24:11
bb5629ab-3c07-470e-9549-35dcfb9b0ae9,Twitter,Tablet,comment,24/02/2025,23:00:07
e7f1e5a4-176c-4ace-8ae3-994c11386483,LinkedIn,Tablet,click,04/11/2024,15:23:59
34d7e9f3-96f3-4610-adb6-3f27607de6b1,LinkedIn,Desktop,click,24/03/2025,07:28:00
e1fa782d-8576-4c3a-a2e4-729cc23283a3,Facebook,Tablet,comment,19/12/2024,08:47:01
be881ac2-71ee-416b-b47b-24d6c15f2640,Twitter,Tablet,share,01/02/2025,09:43:58
52ff660d-4122-481b-9a57-7a124c4da07a,Facebook,Mobile,like,18/01/2025,23:22:12
2112f978-3517-4e60-b21c-c03dd1d21c35,Twitter,Tablet,share,07/01/2025,03:52:39
f36b99ed-42f7-4e04-9bb1-ff494c2831e8,LinkedIn,Tablet,comment,13/02/2025,21:19:51
69533266-a14d-4a3e-b13f-09009b8035b5,LinkedIn,Tablet,click,09/01/2025,23:14:14
1fbf66ae-8883-4dd7-9c05-ed301075ff59,LinkedIn,Tablet,share,06/12/2024,16:23:02
e22b6709-8f88-419c-be8e-2241eb8d893b,Instagram,Mobile,comment,18/02/2025,09:31:57
d27588ce-755f-4c26-8f00-1c68512e0a65,Twitter,Desktop,click,07/12/2024,23:45:38
16644eb8-67b3-4d34-9782-b0b2475a2352,Twitter,Mobile,click,04/02/2025,07:00:12
304ffdb9-60a7-4cc1-9bf0-0384e9e6d1df,Twitter,Tablet,share,21/11/2024,21:25:07
358b1431-16fa-44fd-a4cc-f7a6b1ee3c03,LinkedIn,Desktop,like,23/01/2025,09:36:32
0e4d7194-b293-4d7b-a23a-68348b708809,Instagram,Mobile,comment,03/01/2025,16:10:35
8dd01243-d56c-4a01-a7ac-19fbb8da87be,Instagram,Mobile,click,03/11/2024,07:42:47
bbc7a4af-3b53-481b-afe6-3cba73391c5f,Twitter,Mobile,share,26/12/2024,19:43:43
304ffdb9-60a7-4cc1-9bf0-0384e9e6d1df,Instagram,Tablet,click,30/11/2024,20:36:11
c1cd0483-7ba6-4f46-b106-7724cf48b26b,Instagram,Mobile,click,28/03/2025,03:37:08
b61c1270-f7df-4e0e-bd54-928ae1c3ae2b,Facebook,Mobile,click,05/03/2025,03:08:16
0a5ec249-a5d0-454a-8a7b-34700a96ba27,Instagram,Tablet,like,13/02/2025,19:54:14
6a90ecdf-06c3-4652-af2c-ec2826cb26e4,Twitter,Tablet,comment,13/01/2025,17:46:50
3c730cbd-0d8e-4dec-b05e-1b6017c9b840,Twitter,Mobile,like,22/03/2025,09:12:54
eefa55c0-4516-4dd5-82d0-191a99a5b2cd,LinkedIn,Mobile,click,13/01/2025,22:01:44
59776361-6dad-46ca-b8e4-d28b50a1b8a8,Twitter,Mobile,share,08/02/2025,22:34:39
0fa2e9fa-1e1c-4174-8347-1dc4e5976852,Twitter,Desktop,comment,23/03/2025,09:43:35
b59962d5-a726-4137-9bc1-a6b75a0c6d82,Twitter,Mobile,click,26/12/2024,15:00:27
bf82078e-79f4-4c01-b879-18d4f08ba8ae,LinkedIn,Mobile,like,04/02/2025,21:43:41
73be7224-750c-40f8-b3be-113cde9757ff,Twitter,Tablet,comment,05/03/2025,02:54:20
a330ca4e-9bf6-436b-9c26-7c088cd81da9,Twitter,Desktop,click,06/12/2024,14:54:26
dc1abb79-57ef-4db5-a5ad-6108e4a67ed4,Twitter,Tablet,comment,23/11/2024,09:07:43
d57dac75-fdeb-4b4c-ad74-2cf19425c6ed,Facebook,Tablet,like,27/02/2025,17:29:31
5418f464-550c-48da-b4ee-b1232455e16f,Instagram,Desktop,comment,28/02/2025,12:33:48
e95185a9-2fb5-4476-8b96-389ece94f0ae,LinkedIn,Desktop,comment,05/11/2024,02:56:46
34d7e9f3-96f3-4610-adb6-3f27607de6b1,Twitter,Tablet,share,13/03/2025,08:03:17
b5d6c241-15d2-4ef0-9be2-ad8c05adcbee,Twitter,Mobile,like,08/03/2025,14:34:28
314e0693-9fa2-448e-8415-86e4a76bb989,Twitter,Desktop,comment,09/02/2025,11:00:25
ea6dddce-d36e-4edc-a46e-c9c6d1646531,Twitter,Mobile,share,01/04/2025,07:21:05
06d66c4c-9ef9-48f4-a62f-9fc340d1a363,Twitter,Desktop,click,23/01/2025,19:51:01
11310a58-4ee8-4a04-9637-f0745d5439cd,LinkedIn,Desktop,comment,12/11/2024,08:44:27
b16191c8-7eb8-48d7-b878-d36e61fbc948,LinkedIn,Desktop,comment,13/02/2025,03:58:15
a6595524-7222-48dd-8fe6-912425a6298a,Twitter,Desktop,comment,14/02/2025,07:10:21
941e1e7d-5065-4ff3-912d-602c3b26dbc3,LinkedIn,Mobile,share,19/01/2025,10:04:40
82a0be2e-8e35-4dfa-ae3a-07f58db8e774,LinkedIn,Tablet,like,23/12/2024,21:06:01
04d2c232-3692-4f2a-8b69-f36b002eb55e,Facebook,Mobile,click,06/02/2025,16:27:51
aa251467-5ba8-459a-bc4c-203d42d00397,Twitter,Desktop,click,09/11/2024,01:37:51
6c987c38-b6ac-4587-a7ea-1d4463a804ea,LinkedIn,Mobile,like,29/03/2025,21:59:21
33f855fc-cf36-4efc-b2b4-6f98c7de6060,Facebook,Tablet,share,15/01/2025,09:15:06
e0e570be-0f90-4b02-8abd-b8151161fd24,Instagram,Mobile,share,24/11/2024,16:15:21
db3fd07b-a12c-46a7-99cc-7e89fc5a9496,Twitter,Mobile,like,20/12/2024,02:52:21
394aef3d-d261-455d-bcef-6d293eedff96,Facebook,Mobile,comment,08/01/2025,17:50:15
d6cd3f10-61e7-4cd5-8b12-9d9cd7991262,Twitter,Tablet,click,03/11/2024,03:49:38
6978927e-eaf2-4efc-a37f-fb2431736585,Twitter,Desktop,click,14/02/2025,20:28:48
18d15ce2-f838-4e15-b8f5-295778981269,Facebook,Tablet,comment,11/11/2024,04:40:28
1f0bef5e-6053-43e4-8472-d5f5c007dd69,Facebook,Mobile,share,03/03/2025,19:07:05
73be7224-750c-40f8-b3be-113cde9757ff,LinkedIn,Desktop,comment,28/03/2025,02:58:02
7c2a51b0-a4a6-480b-b28c-14c56400b906,Instagram,Tablet,click,14/02/2025,13:20:56
07aa498f-af83-4b51-9e3b-ce3eff59fb72,Instagram,Desktop,like,20/03/2025,23:04:50
5990f7ef-d2d3-4ed4-a2be-e5c766be9dd0,Facebook,Desktop,click,29/03/2025,05:03:58
f0315bd6-5f83-4a70-934b-712f7202ef80,Instagram,Tablet,click,02/01/2025,15:03:19
48f5843e-7527-45b6-8cfc-abe58d4d1ebd,Instagram,Desktop,click,23/12/2024,20:40:27
07300e38-8f84-46b5-9288-a5987b97eaac,LinkedIn,Mobile,share,25/01/2025,03:06:43
14aaf099-5c2c-4545-a451-5c18d60c65ab,Instagram,Tablet,comment,23/02/2025,02:35:03
1f5bf5f3-4536-4a61-90ea-df512490c05c,LinkedIn,Tablet,like,26/02/2025,10:54:24
84d2c729-ab18-4d6f-97dc-8a02a34e0c52,Instagram,Desktop,comment,02/11/2024,13:06:39
34f50b95-c4c8-42de-ba9c-9e179f977cb5,Facebook,Tablet,comment,07/11/2024,14:14:55
dfb17529-8a21-45b3-ae2b-961d7559059e,LinkedIn,Tablet,share,02/12/2024,20:50:42
be881ac2-71ee-416b-b47b-24d6c15f2640,LinkedIn,Desktop,click,29/03/2025,20:00:29
ba9a2bff-8d93-47f2-b6af-19d40ca43c67,LinkedIn,Tablet,share,17/11/2024,13:29:50
2442b455-60d0-4bd8-ac7b-c35e7100b0c7,LinkedIn,Desktop,share,11/04/2025,14:56:39
2e5b375a-b243-4fb2-8062-d2060c58759d,Twitter,Desktop,like,11/02/2025,20:06:21
394aef3d-d261-455d-bcef-6d293eedff96,Twitter,Mobile,comment,14/04/2025,21:43:50
ac272d83-f222-43e9-9035-85e6a0dabe65,Twitter,Mobile,share,16/03/2025,01:29:33
7254963f-430c-4a53-83d6-afc6283adedc,Instagram,Mobile,click,21/02/2025,11:37:12
d0854b7a-7cb8-47ae-83c6-ff15e8ee46b8,Facebook,Mobile,click,27/03/2025,04:06:00
f2286c07-df80-4b23-9d13-0c69b84353ec,Instagram,Tablet,like,21/10/2024,20:45:04
d3e2329b-f75b-4fa9-8ea4-c8bfbaec64dc,Facebook,Desktop,comment,17/03/2025,19:50:53
dfb17529-8a21-45b3-ae2b-961d7559059e,LinkedIn,Desktop,share,18/11/2024,07:57:36
9bfad9dc-df87-4b79-92cd-681c2577636a,Instagram,Mobile,comment,26/02/2025,05:40:32
c1cd0483-7ba6-4f46-b106-7724cf48b26b,Facebook,Tablet,like,19/11/2024,09:22:26
4e75f723-dc31-487a-b610-f1db37b7da92,Facebook,Tablet,click,17/01/2025,16:46:39
10bbf6c6-8d8a-46fe-84a0-4bcd6bf65e48,Twitter,Mobile,click,01/02/2025,15:11:15
54e2bfec-0014-414c-a30d-cdced0a3ea9e,Twitter,Tablet,click,16/12/2024,05:51:02
73be7224-750c-40f8-b3be-113cde9757ff,Instagram,Desktop,share,05/01/2025,02:08:19
14aaf099-5c2c-4545-a451-5c18d60c65ab,Instagram,Mobile,click,17/02/2025,19:27:32
5b217cee-8f3c-4666-a22f-305943787fff,Facebook,Tablet,like,10/02/2025,21:48:22
ec323f1b-7a30-4ca2-a2e6-bf967572e10b,Facebook,Desktop,comment,16/01/2025,10:37:56
8554d600-c497-4e8b-b3e2-a0908f1d1d5a,Facebook,Mobile,share,28/11/2024,18:49:09
756d52ef-8f2d-46fb-8620-5d6842a42816,LinkedIn,Mobile,click,30/11/2024,05:30:19
897db752-acc6-48d6-b07a-5fb7d19e336c,Twitter,Mobile,comment,02/03/2025,20:21:18
240a847f-1db7-43db-8b34-27a851ac9a6c,LinkedIn,Tablet,share,09/04/2025,12:00:33
b8aa70e7-5e19-4894-9fac-2ad615172ea1,Instagram,Desktop,like,21/12/2024,19:42:43
e104cd61-d4f3-47df-b626-a52d10d244d9,Twitter,Mobile,click,18/12/2024,05:03:15
